Order_ID,Order_Date,Ship_Date,Segment,State,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-10466,2020-12-06,2020-12-08,Corporate,Illinois,Central,Furniture,Bookcases,2561.47,5,0.1,403.96
ORD-10467,2020-12-06,2020-12-13,Corporate,Ohio,Central,Technology,Laptops,884.91,1,0.4,-60.45
ORD-10468,2020-12-09,2020-12-12,Consumer,Pennsylvania,Central,Furniture,Furnishings,175.42,10,0.2,39.34
ORD-10469,2020-12-10,2020-12-13,Corporate,Georgia,East,Technology,Accessories,688.61,7,0.3,50.24
ORD-10470,2020-12-13,2020-12-20,Consumer,Illinois,South,Technology,Copiers,1257.56,7,0.0,271.95
ORD-10471,2020-12-14,2020-12-17,Home Office,Georgia,Central,Technology,Accessories,2631.17,7,0.2,523.4
ORD-10472,2020-12-16,2020-12-21,Corporate,New York,East,Technology,Laptops,1011.37,10,0.3,-97.8
ORD-10473,2020-12-17,2020-12-23,Corporate,California,East,Furniture,Furnishings,468.11,1,0.1,126.39
ORD-10474,2020-12-19,2020-12-26,Corporate,Illinois,West,Technology,Laptops,3440.96,8,0.1,616.7
ORD-10475,2020-12-21,2020-12-25,Consumer,California,West,Technology,Laptops,2445.88,4,0.3,243.39
ORD-10476,2020-12-21,2020-12-23,Corporate,Ohio,South,Furniture,Bookcases,563.17,6,0.0,182.65
ORD-10477,2020-12-22,2020-12-25,Corporate,New York,Central,Technology,Phones,1784.32,8,0.4,-62.56
ORD-10478,2020-12-22,2020-12-27,Consumer,New York,South,Technology,Accessories,2148.86,7,0.1,30.28
ORD-10479,2020-12-23,2020-12-28,Corporate,New York,East,Technology,Phones,865.27,4,0.4,61.79
ORD-10480,2020-12-24,2020-12-26,Consumer,California,Central,Furniture,Bookcases,334.51,9,0.4,10.35
ORD-10481,2020-12-24,2020-12-26,Consumer,Washington,Central,Furniture,Furnishings,736.01,4,0.0,122.76
ORD-10482,2020-12-25,2020-12-27,Consumer,Texas,Central,Technology,Copiers,1310.85,10,0.2,74.33
ORD-10483,2020-12-25,2020-12-28,Consumer,Michigan,West,Furniture,Tables,1906.04,10,0.3,-20.71
ORD-10484,2020-12-26,2020-12-30,Consumer,Ohio,East,Furniture,Chairs,1529.02,10,0.0,294.82
ORD-10485,2020-12-26,2020-12-29,Corporate,Texas,West,Office Supplies,Paper,435.76,2,0.4,57.11
ORD-10486,2020-12-28,2020-12-30,Home Office,Washington,Central,Furniture,Tables,1939.45,4,0.3,-68.89
ORD-10487,2020-12-28,2021-01-02,Home Office,Texas,Central,Office Supplies,Envelopes,32.86,1,0.2,0.94
ORD-10488,2020-12-31,2021-01-03,Home Office,Ohio,Central,Office Supplies,Envelopes,392.06,10,0.1,6.05
ORD-10489,2020-12-31,2021-01-06,Home Office,Ohio,Central,Office Supplies,Art,329.19,10,0.2,42.48
ORD-10490,2021-01-02,2021-01-06,Corporate,Illinois,East,Technology,Phones,1135.88,9,0.2,205.91
ORD-10491,2021-01-02,2021-01-06,Home Office,Texas,South,Furniture,Chairs,302.54,10,0.0,21.95
ORD-10492,2021-01-03,2021-01-06,Home Office,New York,Central,Office Supplies,Binders,366.81,7,0.4,-0.5
ORD-10493,2021-01-04,2021-01-11,Home Office,Illinois,East,Office Supplies,Envelopes,347.32,7,0.2,27.94
ORD-10494,2021-01-04,2021-01-07,Home Office,New York,West,Furniture,Chairs,568.16,3,0.0,168.02
ORD-10495,2021-01-05,2021-01-11,Corporate,Florida,West,Technology,Laptops,2438.36,1,0.0,630.09
ORD-10496,2021-01-06,2021-01-08,Home Office,Michigan,South,Office Supplies,Envelopes,143.35,5,0.4,3.88
ORD-10497,2021-01-06,2021-01-11,Consumer,Florida,West,Furniture,Tables,785.85,2,0.3,-56.99
ORD-10498,2021-01-07,2021-01-13,Home Office,Pennsylvania,Central,Office Supplies,Paper,459.48,1,0.2,-4.11
ORD-10499,2021-01-07,2021-01-09,Corporate,New York,West,Furniture,Chairs,1905.45,9,0.1,254.95
ORD-10500,2021-01-10,2021-01-16,Consumer,Florida,South,Technology,Laptops,718.37,4,0.4,9.03
ORD-10501,2021-01-12,2021-01-19,Home Office,New York,South,Office Supplies,Binders,437.74,6,0.4,30.5
ORD-10502,2021-01-14,2021-01-20,Consumer,Texas,West,Furniture,Furnishings,1632.47,7,0.4,77.76
ORD-10503,2021-01-15,2021-01-19,Corporate,Washington,South,Furniture,Tables,1415.33,6,0.4,148.27
ORD-10504,2021-01-19,2021-01-22,Home Office,Florida,Central,Furniture,Furnishings,574.37,9,0.4,-1.82
ORD-10505,2021-01-20,2021-01-27,Corporate,Ohio,Central,Furniture,Bookcases,520.3,1,0.3,102.14
ORD-10506,2021-01-21,2021-01-25,Home Office,Texas,West,Technology,Accessories,2843.37,1,0.2,-108.54
ORD-10507,2021-01-23,2021-01-29,Consumer,Illinois,Central,Technology,Laptops,2175.61,9,0.4,277.55
ORD-10508,2021-01-23,2021-01-26,Consumer,California,East,Office Supplies,Labels,98.48,6,0.3,6.93
ORD-10509,2021-01-24,2021-01-28,Home Office,Florida,Central,Technology,Accessories,2763.37,5,0.1,28.14
ORD-10510,2021-01-24,2021-01-27,Home Office,New York,East,Technology,Copiers,2152.78,8,0.2,84.4
ORD-10511,2021-01-24,2021-01-26,Consumer,Michigan,Central,Furniture,Chairs,1856.35,2,0.3,355.15
ORD-10512,2021-01-24,2021-01-26,Corporate,New York,South,Furniture,Bookcases,1894.11,10,0.1,269.46
ORD-10513,2021-01-25,2021-01-31,Corporate,Georgia,West,Office Supplies,Envelopes,432.4,6,0.0,131.17
ORD-10514,2021-01-26,2021-02-02,Home Office,Florida,Central,Office Supplies,Binders,166.36,1,0.1,41.37
ORD-10515,2021-01-27,2021-01-30,Home Office,Michigan,South,Office Supplies,Envelopes,28.13,2,0.4,0.81
ORD-10516,2021-01-27,2021-02-01,Consumer,Texas,South,Furniture,Bookcases,537.02,2,0.2,-7.43
ORD-10517,2021-01-27,2021-02-01,Corporate,New York,South,Office Supplies,Paper,47.71,9,0.3,5.19
ORD-10518,2021-01-28,2021-02-02,Corporate,Georgia,East,Office Supplies,Binders,176.54,8,0.1,38.39
ORD-10519,2021-01-28,2021-01-31,Home Office,Michigan,East,Office Supplies,Labels,42.02,4,0.4,-2.33
ORD-10520,2021-01-29,2021-02-05,Corporate,Michigan,South,Technology,Accessories,1710.58,2,0.0,491.31
ORD-10521,2021-01-30,2021-02-05,Corporate,Florida,Central,Furniture,Furnishings,705.63,6,0.2,97.21
ORD-10522,2021-02-01,2021-02-07,Consumer,Washington,Central,Office Supplies,Paper,444.13,8,0.4,15.44
ORD-10523,2021-02-01,2021-02-08,Consumer,Florida,West,Technology,Copiers,852.29,3,0.2,-36.38
ORD-10524,2021-02-01,2021-02-03,Consumer,Michigan,West,Technology,Phones,2636.28,5,0.1,16.82
ORD-10525,2021-02-02,2021-02-05,Corporate,Ohio,Central,Furniture,Chairs,1761.93,6,0.0,367.68
ORD-10526,2021-02-07,2021-02-13,Consumer,Georgia,East,Office Supplies,Labels,470.14,5,0.4,42.14
ORD-10527,2021-02-08,2021-02-12,Corporate,Michigan,West,Furniture,Tables,1996.07,1,0.4,-89.4
ORD-10528,2021-02-09,2021-02-14,Consumer,Michigan,Central,Technology,Phones,2348.13,1,0.2,165.73
ORD-10529,2021-02-10,2021-02-12,Corporate,Illinois,West,Office Supplies,Paper,245.14,2,0.2,33.89
ORD-10530,2021-02-11,2021-02-16,Corporate,Georgia,East,Furniture,Furnishings,1759.99,6,0.0,607.59
ORD-10531,2021-02-11,2021-02-17,Consumer,Florida,West,Office Supplies,Labels,386.45,8,0.4,-9.53
ORD-10532,2021-02-11,2021-02-16,Consumer,Georgia,West,Office Supplies,Paper,216.46,6,0.2,37.07
ORD-10533,2021-02-11,2021-02-14,Corporate,Washington,West,Furniture,Tables,553.68,5,0.2,-9.33
ORD-10534,2021-02-12,2021-02-18,Home Office,Illinois,West,Office Supplies,Art,183.76,1,0.3,-2.54
ORD-10535,2021-02-12,2021-02-19,Corporate,Pennsylvania,East,Furniture,Tables,662.99,2,0.1,46.46
ORD-10536,2021-02-12,2021-02-16,Consumer,Michigan,South,Furniture,Tables,179.98,7,0.1,0.97
ORD-10537,2021-02-15,2021-02-21,Home Office,Texas,South,Office Supplies,Art,493.98,3,0.1,63.39
ORD-10538,2021-02-15,2021-02-18,Corporate,Georgia,East,Office Supplies,Binders,198.32,7,0.1,40.44
ORD-10539,2021-02-20,2021-02-27,Corporate,New York,East,Office Supplies,Labels,116.94,9,0.4,15.79
ORD-10540,2021-02-20,2021-02-25,Consumer,California,Central,Technology,Laptops,2401.77,7,0.2,-55.67
ORD-10541,2021-02-22,2021-02-25,Consumer,Florida,Central,Furniture,Furnishings,893.4,3,0.0,280.29
ORD-10542,2021-02-22,2021-02-26,Home Office,Florida,East,Technology,Accessories,2845.25,1,0.1,398.96
ORD-10543,2021-02-24,2021-02-27,Home Office,Michigan,East,Technology,Copiers,1917.55,6,0.3,-95.67
ORD-10544,2021-02-27,2021-03-01,Consumer,Texas,South,Furniture,Furnishings,1983.22,4,0.1,137.84
ORD-10545,2021-02-28,2021-03-02,Corporate,Florida,Central,Furniture,Chairs,1891.19,4,0.1,368.58
ORD-10546,2021-03-01,2021-03-06,Home Office,Washington,South,Technology,Copiers,1901.66,4,0.3,102.32
ORD-10547,2021-03-05,2021-03-12,Home Office,Washington,South,Furniture,Chairs,538.27,10,0.3,-25.32
ORD-10548,2021-03-06,2021-03-08,Home Office,New York,West,Office Supplies,Labels,118.04,8,0.3,-5.2
ORD-10549,2021-03-06,2021-03-09,Home Office,Pennsylvania,West,Technology,Copiers,2382.84,1,0.4,-107.14
ORD-10550,2021-03-07,2021-03-12,Corporate,Illinois,South,Furniture,Furnishings,209.9,3,0.3,40.03
ORD-10551,2021-03-08,2021-03-10,Corporate,Ohio,East,Furniture,Chairs,1779.19,9,0.0,584.15
ORD-10552,2021-03-08,2021-03-11,Corporate,Washington,South,Technology,Laptops,2985.74,1,0.3,-142.81
ORD-10553,2021-03-08,2021-03-15,Consumer,Illinois,South,Furniture,Tables,852.86,3,0.2,151.36
ORD-10554,2021-03-09,2021-03-15,Consumer,Ohio,West,Office Supplies,Paper,351.05,2,0.2,-1.34
ORD-10555,2021-03-09,2021-03-12,Corporate,Georgia,East,Office Supplies,Envelopes,409.76,1,0.3,-13.39
ORD-10556,2021-03-10,2021-03-14,Consumer,Texas,East,Furniture,Tables,525.25,7,0.0,110.88
ORD-10557,2021-03-10,2021-03-13,Home Office,Texas,Central,Furniture,Furnishings,1226.59,3,0.0,274.79
ORD-10558,2021-03-11,2021-03-13,Corporate,Ohio,West,Technology,Accessories,456.16,9,0.3,74.46
ORD-10559,2021-03-11,2021-03-16,Consumer,Michigan,East,Office Supplies,Envelopes,140.14,8,0.3,-8.57
ORD-10560,2021-03-12,2021-03-19,Consumer,Georgia,West,Furniture,Chairs,1788.62,10,0.2,423.36
ORD-10561,2021-03-13,2021-03-15,Consumer,Texas,West,Office Supplies,Binders,432.44,6,0.0,126.64
ORD-10562,2021-03-13,2021-03-18,Corporate,New York,Central,Technology,Phones,2034.68,2,0.0,437.98
ORD-10563,2021-03-14,2021-03-17,Home Office,Michigan,Central,Technology,Laptops,443.56,9,0.4,-12.18
ORD-10564,2021-03-14,2021-03-19,Consumer,Illinois,West,Furniture,Bookcases,808.11,6,0.2,22.57
ORD-10565,2021-03-14,2021-03-21,Corporate,Ohio,West,Technology,Copiers,2225.58,2,0.1,331.08
ORD-10566,2021-03-16,2021-03-18,Home Office,Florida,South,Furniture,Bookcases,253.99,10,0.1,16.78
ORD-10567,2021-03-16,2021-03-22,Home Office,Michigan,South,Technology,Phones,2113.12,7,0.2,-57.39
ORD-10568,2021-03-16,2021-03-22,Consumer,Michigan,Central,Furniture,Bookcases,1717.29,8,0.4,-2.5
ORD-10569,2021-03-17,2021-03-20,Consumer,Michigan,South,Office Supplies,Envelopes,245.49,5,0.1,43.63
ORD-10570,2021-03-17,2021-03-22,Corporate,New York,West,Technology,Phones,2509.11,10,0.1,261.81
ORD-10571,2021-03-18,2021-03-25,Corporate,Georgia,Central,Furniture,Chairs,1388.23,1,0.1,235.61
ORD-10572,2021-03-19,2021-03-25,Consumer,Illinois,Central,Technology,Accessories,947.68,9,0.2,202.41
ORD-10573,2021-03-20,2021-03-27,Home Office,Washington,West,Furniture,Chairs,1615.11,7,0.2,238.29
ORD-10574,2021-03-21,2021-03-28,Consumer,Florida,West,Office Supplies,Labels,426.79,6,0.2,89.71
ORD-10575,2021-03-22,2021-03-29,Home Office,Texas,West,Furniture,Furnishings,1445.89,3,0.3,218.48
ORD-10576,2021-03-23,2021-03-29,Corporate,California,South,Furniture,Bookcases,1425.2,5,0.4,77.02
ORD-10577,2021-03-24,2021-03-26,Consumer,Michigan,West,Office Supplies,Art,313.12,6,0.2,55.05
ORD-10578,2021-03-24,2021-03-30,Corporate,Pennsylvania,West,Technology,Accessories,644.09,3,0.4,73.59
ORD-10579,2021-03-25,2021-04-01,Home Office,New York,East,Office Supplies,Envelopes,437.2,6,0.2,-18.02
ORD-10580,2021-03-25,2021-03-30,Consumer,Ohio,South,Technology,Accessories,2512.29,6,0.1,97.13
ORD-10581,2021-03-25,2021-03-28,Consumer,New York,Central,Furniture,Tables,736.73,1,0.2,127.49
ORD-10582,2021-03-27,2021-03-31,Corporate,Georgia,West,Technology,Copiers,650.13,4,0.1,159.54
ORD-10583,2021-03-27,2021-03-30,Consumer,New York,Central,Furniture,Bookcases,1681.05,3,0.4,3.77
ORD-10584,2021-03-27,2021-03-31,Corporate,Georgia,South,Office Supplies,Paper,13.13,1,0.0,1.79
ORD-10585,2021-03-27,2021-04-03,Corporate,California,Central,Technology,Phones,1927.4,9,0.0,663.71
ORD-10586,2021-03-29,2021-04-01,Home Office,Illinois,West,Office Supplies,Art,319.59,6,0.1,24.91
ORD-10587,2021-03-29,2021-04-02,Home Office,Washington,Central,Technology,Accessories,1975.22,2,0.3,122.45
ORD-10588,2021-03-29,2021-04-04,Consumer,California,Central,Technology,Laptops,2383.57,9,0.4,-281.04
ORD-10589,2021-03-29,2021-04-05,Home Office,Washington,Central,Technology,Laptops,2330.88,3,0.2,261.94
ORD-10590,2021-03-30,2021-04-05,Consumer,Illinois,East,Furniture,Tables,1929.68,6,0.4,-91.54
ORD-10591,2021-03-31,2021-04-05,Consumer,Ohio,East,Furniture,Chairs,1301.98,2,0.0,429.14
ORD-10592,2021-04-01,2021-04-08,Corporate,Texas,South,Technology,Phones,487.03,10,0.4,63.88
ORD-10593,2021-04-02,2021-04-04,Corporate,Washington,Central,Office Supplies,Envelopes,347.06,9,0.1,7.06
ORD-10594,2021-04-04,2021-04-08,Home Office,Ohio,West,Furniture,Tables,671.83,8,0.0,176.32
ORD-10595,2021-04-04,2021-04-08,Consumer,Florida,South,Office Supplies,Envelopes,43.0,10,0.1,7.51
ORD-10596,2021-04-04,2021-04-09,Home Office,Washington,East,Furniture,Furnishings,757.18,8,0.2,103.18
ORD-10597,2021-04-05,2021-04-08,Consumer,Washington,South,Technology,Phones,328.08,8,0.3,52.97
ORD-10598,2021-04-05,2021-04-09,Home Office,New York,East,Furniture,Bookcases,1949.63,2,0.3,371.72
ORD-10599,2021-04-05,2021-04-10,Home Office,Ohio,Central,Office Supplies,Paper,377.33,10,0.3,-23.01
ORD-10600,2021-04-05,2021-04-08,Corporate,Pennsylvania,East,Technology,Laptops,2323.14,6,0.0,133.29
ORD-10601,2021-04-07,2021-04-14,Corporate,Michigan,South,Office Supplies,Labels,20.84,9,0.2,0.98
ORD-10602,2021-04-07,2021-04-13,Home Office,Michigan,West,Technology,Laptops,1568.2,2,0.3,205.63
ORD-10603,2021-04-08,2021-04-12,Home Office,New York,Central,Office Supplies,Envelopes,344.81,3,0.3,11.64
ORD-10604,2021-04-08,2021-04-13,Home Office,Michigan,West,Furniture,Chairs,619.89,6,0.3,123.44
ORD-10605,2021-04-10,2021-04-13,Consumer,Texas,West,Office Supplies,Paper,218.83,1,0.4,-3.19
ORD-10606,2021-04-10,2021-04-16,Home Office,Illinois,South,Office Supplies,Binders,90.18,10,0.3,12.48
ORD-10607,2021-04-11,2021-04-18,Home Office,Washington,East,Furniture,Tables,1418.0,10,0.2,23.02
ORD-10608,2021-04-11,2021-04-17,Consumer,Michigan,Central,Furniture,Furnishings,256.52,10,0.0,65.19
ORD-10609,2021-04-12,2021-04-14,Consumer,Washington,Central,Furniture,Tables,1343.57,1,0.4,-91.39
ORD-10610,2021-04-13,2021-04-18,Consumer,Illinois,Central,Office Supplies,Labels,475.92,4,0.0,45.36
ORD-10611,2021-04-13,2021-04-18,Home Office,Washington,South,Office Supplies,Labels,221.84,7,0.3,40.62
ORD-10612,2021-04-14,2021-04-19,Corporate,Texas,East,Furniture,Tables,897.48,9,0.1,171.92
ORD-10613,2021-04-16,2021-04-18,Corporate,Texas,East,Furniture,Furnishings,855.43,1,0.1,70.37
ORD-10614,2021-04-16,2021-04-18,Home Office,Ohio,East,Office Supplies,Paper,492.15,3,0.3,11.22
ORD-10615,2021-04-16,2021-04-19,Home Office,Michigan,South,Technology,Copiers,2703.48,10,0.3,-83.84
ORD-10616,2021-04-17,2021-04-22,Corporate,Washington,South,Furniture,Furnishings,504.9,3,0.1,4.72
ORD-10617,2021-04-18,2021-04-23,Home Office,Florida,South,Office Supplies,Paper,329.32,5,0.4,-12.99
ORD-10618,2021-04-19,2021-04-26,Consumer,California,Central,Office Supplies,Labels,433.54,8,0.4,-3.48
ORD-10619,2021-04-20,2021-04-24,Home Office,New York,South,Furniture,Chairs,1939.57,9,0.1,107.95
ORD-10620,2021-04-21,2021-04-27,Consumer,Ohio,West,Furniture,Chairs,1750.38,9,0.0,495.32
ORD-10621,2021-04-21,2021-04-27,Home Office,California,Central,Furniture,Chairs,1564.75,8,0.3,240.09
ORD-10622,2021-04-22,2021-04-24,Corporate,Illinois,South,Furniture,Bookcases,1545.95,3,0.2,213.13
ORD-10623,2021-04-23,2021-04-30,Home Office,Michigan,Central,Office Supplies,Labels,74.31,1,0.2,-2.99
ORD-10624,2021-04-23,2021-04-27,Home Office,Illinois,West,Furniture,Tables,1849.61,1,0.4,64.73
ORD-10625,2021-04-23,2021-04-26,Home Office,New York,East,Furniture,Chairs,1613.42,5,0.2,152.4
ORD-10626,2021-04-24,2021-04-27,Corporate,California,Central,Office Supplies,Art,67.48,10,0.0,5.91
ORD-10627,2021-04-25,2021-04-30,Corporate,Texas,South,Office Supplies,Binders,345.93,4,0.2,27.36
ORD-10628,2021-04-25,2021-04-30,Consumer,Texas,Central,Technology,Phones,761.47,3,0.4,-1.92
ORD-10629,2021-04-25,2021-05-01,Home Office,Ohio,East,Furniture,Furnishings,222.0,4,0.1,38.76
ORD-10630,2021-04-26,2021-04-29,Home Office,Illinois,West,Office Supplies,Art,141.81,1,0.0,41.02
ORD-10631,2021-04-26,2021-05-01,Corporate,Ohio,South,Furniture,Furnishings,689.69,4,0.4,-9.27
ORD-10632,2021-04-27,2021-04-29,Corporate,Texas,South,Office Supplies,Envelopes,15.69,7,0.4,-2.01
ORD-10633,2021-04-28,2021-04-30,Home Office,Washington,South,Furniture,Furnishings,845.74,1,0.4,-5.09
ORD-10634,2021-04-28,2021-05-02,Home Office,Illinois,South,Office Supplies,Art,304.01,5,0.2,11.4
ORD-10635,2021-04-29,2021-05-05,Corporate,Florida,South,Technology,Accessories,2145.95,4,0.4,231.84
ORD-10636,2021-04-29,2021-05-01,Home Office,California,Central,Furniture,Tables,1581.72,2,0.0,97.89
ORD-10637,2021-04-30,2021-05-07,Home Office,Ohio,West,Furniture,Chairs,1012.96,4,0.2,-18.76
ORD-10638,2021-05-01,2021-05-03,Consumer,California,East,Furniture,Bookcases,559.89,2,0.4,81.74
ORD-10639,2021-05-02,2021-05-05,Home Office,New York,West,Office Supplies,Binders,79.82,10,0.0,15.94
ORD-10640,2021-05-02,2021-05-07,Home Office,Texas,West,Furniture,Tables,1274.5,5,0.2,204.86
ORD-10641,2021-05-03,2021-05-06,Corporate,Pennsylvania,South,Office Supplies,Paper,284.23,5,0.2,-13.38
ORD-10642,2021-05-03,2021-05-07,Corporate,Pennsylvania,West,Technology,Accessories,1114.09,1,0.2,117.33
ORD-10643,2021-05-04,2021-05-09,Consumer,Ohio,South,Furniture,Tables,266.95,10,0.1,28.08
ORD-10644,2021-05-04,2021-05-10,Consumer,Georgia,West,Technology,Copiers,292.97,4,0.3,-22.39
ORD-10645,2021-05-04,2021-05-06,Home Office,Illinois,South,Office Supplies,Paper,204.49,1,0.0,18.37
ORD-10646,2021-05-05,2021-05-07,Consumer,Ohio,South,Technology,Accessories,1789.11,1,0.1,370.06
ORD-10647,2021-05-05,2021-05-07,Consumer,Washington,Central,Office Supplies,Envelopes,402.29,10,0.3,-16.07
ORD-10648,2021-05-06,2021-05-09,Corporate,Pennsylvania,South,Office Supplies,Envelopes,92.07,9,0.0,7.49
ORD-10649,2021-05-07,2021-05-11,Consumer,Michigan,South,Technology,Copiers,1982.0,6,0.4,122.77
ORD-10650,2021-05-08,2021-05-12,Consumer,New York,South,Office Supplies,Art,25.48,9,0.2,5.88
ORD-10651,2021-05-08,2021-05-10,Home Office,Florida,Central,Technology,Copiers,345.52,9,0.1,56.11
ORD-10652,2021-05-09,2021-05-14,Home Office,Pennsylvania,Central,Furniture,Tables,1447.21,6,0.0,450.5
ORD-10653,2021-05-12,2021-05-19,Consumer,California,East,Technology,Copiers,2199.44,1,0.1,529.01
ORD-10654,2021-05-12,2021-05-17,Corporate,New York,South,Office Supplies,Binders,176.33,5,0.4,16.65
ORD-10655,2021-05-13,2021-05-20,Consumer,Washington,West,Office Supplies,Envelopes,49.26,6,0.0,15.69
ORD-10656,2021-05-13,2021-05-16,Consumer,Georgia,West,Technology,Copiers,1733.26,9,0.3,251.65
ORD-10657,2021-05-13,2021-05-20,Consumer,California,East,Office Supplies,Labels,231.64,8,0.1,44.72
ORD-10658,2021-05-14,2021-05-21,Consumer,Texas,West,Technology,Copiers,1673.93,3,0.0,451.09
ORD-10659,2021-05-14,2021-05-16,Corporate,Michigan,West,Technology,Accessories,428.56,10,0.1,7.76
ORD-10660,2021-05-14,2021-05-17,Home Office,Michigan,South,Technology,Phones,891.89,2,0.1,42.69
ORD-10661,2021-05-15,2021-05-18,Corporate,New York,South,Furniture,Bookcases,1756.39,9,0.4,-147.95
ORD-10662,2021-05-15,2021-05-17,Home Office,Texas,West,Furniture,Tables,1954.14,2,0.2,99.8
ORD-10663,2021-05-16,2021-05-21,Consumer,Washington,South,Furniture,Tables,446.02,3,0.4,38.76
ORD-10664,2021-05-16,2021-05-18,Consumer,Michigan,East,Technology,Phones,2044.38,3,0.3,101.11
ORD-10665,2021-05-16,2021-05-20,Consumer,Texas,West,Furniture,Chairs,1155.19,10,0.0,307.0
ORD-10666,2021-05-17,2021-05-22,Consumer,Texas,East,Furniture,Furnishings,534.06,9,0.2,132.93
ORD-10667,2021-05-19,2021-05-26,Home Office,California,East,Furniture,Tables,1952.11,3,0.4,88.04
ORD-10668,2021-05-20,2021-05-23,Corporate,Pennsylvania,Central,Furniture,Chairs,479.13,9,0.0,121.73
ORD-10669,2021-05-21,2021-05-24,Home Office,Washington,West,Technology,Phones,402.16,9,0.4,-56.63
ORD-10670,2021-05-21,2021-05-28,Consumer,Florida,Central,Furniture,Tables,589.6,3,0.0,111.31
ORD-10671,2021-05-22,2021-05-26,Consumer,California,East,Furniture,Furnishings,1749.72,6,0.0,469.19
ORD-10672,2021-05-22,2021-05-24,Corporate,Michigan,Central,Technology,Copiers,2279.58,1,0.3,63.03
ORD-10673,2021-05-23,2021-05-25,Consumer,California,East,Office Supplies,Paper,179.51,9,0.3,2.03
ORD-10674,2021-05-23,2021-05-26,Home Office,Michigan,South,Technology,Laptops,2965.42,7,0.2,-112.59
ORD-10675,2021-05-24,2021-05-27,Consumer,Washington,East,Office Supplies,Art,434.85,2,0.1,75.49
ORD-10676,2021-05-25,2021-05-31,Corporate,Florida,East,Office Supplies,Envelopes,224.92,8,0.0,60.18
ORD-10677,2021-05-26,2021-05-29,Consumer,Florida,South,Furniture,Chairs,1024.67,8,0.4,114.79
ORD-10678,2021-05-26,2021-05-29,Corporate,Florida,East,Furniture,Bookcases,1811.33,5,0.2,138.6
ORD-10679,2021-05-27,2021-05-30,Home Office,Michigan,West,Furniture,Tables,625.97,5,0.0,142.54
ORD-10680,2021-05-27,2021-05-31,Corporate,Texas,South,Technology,Copiers,2754.62,4,0.2,36.36
ORD-10681,2021-05-27,2021-06-01,Home Office,Georgia,East,Office Supplies,Binders,315.25,2,0.1,59.73
ORD-10682,2021-05-28,2021-05-30,Home Office,Ohio,East,Office Supplies,Envelopes,369.23,5,0.3,-22.35
ORD-10683,2021-05-28,2021-05-31,Consumer,Washington,East,Office Supplies,Envelopes,360.75,10,0.3,62.31
ORD-10684,2021-05-29,2021-06-05,Corporate,California,West,Office Supplies,Binders,98.04,8,0.0,11.89
ORD-10685,2021-05-29,2021-06-03,Home Office,Pennsylvania,South,Office Supplies,Paper,485.98,2,0.3,-22.21
ORD-10686,2021-05-29,2021-06-01,Home Office,California,West,Furniture,Tables,1723.33,4,0.3,82.17
ORD-10687,2021-05-31,2021-06-07,Home Office,New York,East,Furniture,Bookcases,569.74,8,0.0,177.32
ORD-10688,2021-05-31,2021-06-05,Home Office,Michigan,South,Furniture,Tables,946.08,8,0.0,193.42
ORD-10689,2021-05-31,2021-06-05,Corporate,Ohio,East,Technology,Copiers,1205.85,2,0.0,274.8
ORD-10690,2021-06-01,2021-06-07,Corporate,Pennsylvania,West,Office Supplies,Art,90.13,10,0.2,6.07
ORD-10691,2021-06-04,2021-06-11,Home Office,Washington,West,Office Supplies,Binders,485.01,9,0.0,61.81
ORD-10692,2021-06-05,2021-06-07,Corporate,Washington,West,Furniture,Chairs,1347.8,10,0.3,-3.29
ORD-10693,2021-06-06,2021-06-13,Home Office,Georgia,East,Furniture,Bookcases,1569.6,9,0.0,140.11
ORD-10694,2021-06-06,2021-06-13,Consumer,Georgia,Central,Technology,Laptops,2915.5,8,0.0,542.68
ORD-10695,2021-06-07,2021-06-14,Corporate,Washington,East,Office Supplies,Binders,125.66,9,0.2,-3.51
ORD-10696,2021-06-08,2021-06-13,Consumer,Washington,West,Furniture,Bookcases,422.54,8,0.2,44.76
ORD-10697,2021-06-08,2021-06-13,Corporate,Georgia,West,Office Supplies,Labels,175.13,5,0.4,17.28
ORD-10698,2021-06-08,2021-06-13,Consumer,Ohio,West,Office Supplies,Art,221.13,2,0.0,27.56
ORD-10699,2021-06-10,2021-06-17,Consumer,Texas,West,Technology,Accessories,1928.01,2,0.2,312.4
ORD-10700,2021-06-13,2021-06-18,Consumer,Georgia,East,Technology,Copiers,667.72,5,0.0,66.96
ORD-10701,2021-06-14,2021-06-21,Corporate,Washington,East,Office Supplies,Labels,27.97,8,0.3,3.38
ORD-10702,2021-06-16,2021-06-22,Consumer,New York,Central,Office Supplies,Paper,335.26,4,0.0,64.5
ORD-10703,2021-06-18,2021-06-24,Home Office,Washington,South,Office Supplies,Art,423.64,8,0.2,81.21
ORD-10704,2021-06-18,2021-06-22,Corporate,Illinois,South,Office Supplies,Labels,296.82,3,0.4,32.79
ORD-10705,2021-06-20,2021-06-23,Corporate,Washington,East,Technology,Accessories,776.36,1,0.2,-12.75
ORD-10706,2021-06-20,2021-06-24,Consumer,Michigan,South,Furniture,Bookcases,612.52,9,0.1,10.49
ORD-10707,2021-06-22,2021-06-26,Consumer,Florida,East,Technology,Laptops,1687.27,1,0.0,558.46
ORD-10708,2021-06-23,2021-06-29,Corporate,Washington,South,Office Supplies,Binders,29.28,4,0.1,1.07
